,boxPlot,darkmoon,dps,fightLength,igniteDps,igniteDrops,nightfall,numMages,numPIs,numWB,percentDpsIncrease,percentIgniteDpsIncrease,rotation,semiWB,stdDev,weightedTicks,totalCrit
18715,"Boxplot values: 4572, 5186, 5361, 5374, 5553, 6760",,5374.0,100,1150.0,"Ignite Drop times on avg List(28.575320440330533, 41.95617239108645, 54.700067726167816, 67.13911581483833, 78.58012320352441, 87.86016348052935, 94.28078966534648, 97.84805865912254, 99.36264331279847, 99.86327818751019, 99.97515770179889, 99.9966953464438, 99.99879493514973)",,5,4,4,0.9774463441251364,0.8765243902439024,0,1,264.3847271250941,42.722958599200076,0.05380895484309287
18716,"Boxplot values: 4692, 5362, 5525, 5559, 5719, 6723",,5559.0,100,1497.0,"Ignite Drop times on avg List(38.351061081637, 57.04058653527596, 72.20560223972046, 83.6565205179668, 91.5581255507588, 96.14419593614592, 98.53223774904977, 99.52843631269364, 99.87887466637721, 99.97499126616549, 99.9985724640331, 100.00074570583106, 100.0002648550905)",,5,4,4,1.0110949436158605,1.1410060975609757,7,1,294.6440021014708,51.50017778400016,0.05380895484309287
18717,"Boxplot values: 4544, 5324, 5489, 5499, 5658, 6785",,5499.0,100,1315.0,"Ignite Drop times on avg List(32.22068003729489, 45.73807086842115, 58.492144235315905, 70.63306064785358, 81.52555580198444, 90.0385380532829, 95.65329630182748, 98.49656988667331, 99.60217755816053, 99.92070098206858, 99.9872919467334, 99.99673672021821, 100.00012397587851)",,5,4,4,1.0001818843215715,1.0022865853658536,5,1,254.73597919170143,43.76065311200025,0.05380895484309287
18718,"Boxplot values: 4431, 5131, 5312, 5325, 5511, 6632",,5325.0,100,1206.0,"Ignite Drop times on avg List(29.48704549065878, 42.70917140688987, 55.56433012439478, 68.05461634325222, 79.48284229568078, 88.58560174524115, 94.76709101978004, 98.06510008160798, 99.49329272345322, 99.89678262465387, 99.9837345746104, 99.99907509842288, 100.00066730002628)",,5,4,4,0.968534012368134,0.9192073170731708,8,1,279.21979473505945,42.38807967679992,0.05380895484309287
18719,"Boxplot values: 4687, 5357, 5518, 5538, 5696, 6760",,5538.0,100,1404.0,"Ignite Drop times on avg List(34.82693462526085, 50.48922991832866, 64.7924441881439, 77.30253511158836, 86.97401550495903, 93.53644290698865, 97.332960226867, 99.10773577709358, 99.77214654634436, 99.95143746916403, 99.99131892741967, 99.99957132217308, 99.99966932291352)",,5,4,4,1.0072753728628592,1.070121951219512,6,1,272.4661253535091,47.489106499999856,0.05380895484309287
18720,"Boxplot values: 4511, 5254, 5404, 5407, 5555, 6298",,5407.0,120,1240.0,"Ignite Drop times on avg List(34.755775469739866, 48.56999565407781, 61.45235918195421, 74.2488783775592, 86.83197897856923, 98.18027846835669, 107.3352818915935, 113.80720416246125, 117.50564518390051, 119.15752963080874, 119.78869635172191, 119.96317749671445, 119.99934547744161)",,5,2,5,0.9981539597563228,0.9422492401215804,4,0,228.0020628851659,50.98627811199999,0.047051310779596366
18721,"Boxplot values: 4641, 5289, 5431, 5452, 5589, 6580",,5452.0,120,1489.0,"Ignite Drop times on avg List(42.62002866796176, 64.22932935627534, 82.61991337200605, 97.03404003050365, 107.19853867920239, 113.61801020552554, 117.26229351482978, 118.86101092826452, 119.58372706351494, 119.88263174768865, 119.96963014947232, 119.99455258950356, 119.99900045995568)",,5,2,5,1.0064611408528703,1.1314589665653496,7,0,248.3968772080901,62.20282393600035,0.047051310779596366
18722,"Boxplot values: 4513, 5134, 5282, 5290, 5439, 6286",,5290.0,120,1153.0,"Ignite Drop times on avg List(31.099935801016034, 46.34651637529749, 60.307865456422455, 73.92585485906868, 86.86207368676384, 98.29027973201245, 107.38448907368819, 113.7420872996881, 117.29702874885355, 119.03121289730987, 119.7336235035765, 119.93128681977264, 119.98693920760208, 119.9977713264471, 119.9994352142984)",,5,2,5,0.976555288905298,0.8761398176291794,0,0,227.39723849225902,51.866452765599966,0.047051310779596366
18723,"Boxplot values: 4657, 5240, 5386, 5392, 5538, 6466",,5392.0,120,1314.0,"Ignite Drop times on avg List(34.44505369900317, 49.07393439522091, 62.93326353381058, 76.41358388705126, 89.32859626698726, 100.36253822844401, 108.81445381476695, 114.51445102658397, 117.72862251019976, 119.21063082143117, 119.76419190571234, 119.93755070316448, 119.9890098944306, 120.0010873384396)",,5,2,5,0.9953848993908068,0.9984802431610942,2,0,222.49225813571957,52.73588196800002,0.047051310779596366
18724,"Boxplot values: 4677, 5296, 5441, 5450, 5593, 6542",,5450.0,120,1410.0,"Ignite Drop times on avg List(38.50706811267335, 56.10172515471529, 72.34406198241305, 87.19533184589815, 99.48366434557848, 108.545334694384, 114.24863051476362, 117.5206833779353, 119.09507340500492, 119.70996114724656, 119.92195303352922, 119.98514602346283, 119.9976082471309, 119.99992293796018)",,5,2,5,1.0060919328041351,1.0714285714285714,6,0,232.0211071535164,57.64504336800008,0.047051310779596366
18725,"Boxplot values: 4492, 5266, 5409, 5417, 5561, 6333",,5417.0,120,1316.0,"Ignite Drop times on avg List(35.03401030857987, 49.465300007155875, 63.243920293512325, 76.90190743139993, 89.60347298453705, 100.69925529063688, 109.17387035983997, 114.82487744527828, 117.94964964563293, 119.3069793290463, 119.82576760812108, 119.95637332310206, 119.98611911973842, 119.99545226170325, 119.99959777763337, 119.99989777763336)",,5,2,5,1.0,1.0,1,0,221.9844446014993,52.865335820000105,0.047051310779596366
18726,"Boxplot values: 4532, 5145, 5305, 5312, 5477, 6259",,5312.0,120,1202.0,"Ignite Drop times on avg List(31.29682892395471, 46.399652854894576, 60.2122667515715, 73.78928880398398, 86.73965436239826, 98.26317488093063, 107.2557520132336, 113.71085820052772, 117.39150195934523, 119.12175754916207, 119.77311928803175, 119.94987688670335, 119.99400114715674, 119.99964353981386)",,5,2,5,0.9806165774413882,0.9133738601823708,3,0,239.04251205469458,51.937120364799824,0.047051310779596366
18727,"Boxplot values: 4682, 5285, 5431, 5439, 5582, 6531",,5439.0,120,1339.0,"Ignite Drop times on avg List(33.83955313955845, 50.7656915375448, 65.56651229517733, 79.36866890166696, 92.13247368504614, 102.67952063077541, 110.53708528884498, 115.62451575103307, 118.31634716537292, 119.42570268725217, 119.86995038867839, 119.9728765774448, 119.995721685455, 119.99814133800264)",,5,2,5,1.00406128853609,1.0174772036474165,5,0,223.40820408788503,53.769189451999864,0.047051310779596366
18728,"Boxplot values: 4530, 5093, 5250, 5259, 5416, 6420",,5259.0,120,1212.0,"Ignite Drop times on avg List(31.506050260953728, 46.96999092949153, 60.74958142549994, 74.37769986919506, 87.36101182224078, 98.75679528853249, 107.79718379726081, 113.92173641467588, 117.47295434472295, 119.16658815002071, 119.76295540973264, 119.9448591387933, 119.99048471763574, 119.99969887053766)",,5,2,5,0.9708325641498984,0.9209726443768996,8,0,239.57798923021411,51.92518113199998,0.047051310779596366
18729,"Boxplot values: 4324, 4922, 5077, 5082, 5238, 6061",,5082.0,120,1054.0,"Ignite Drop times on avg List(26.383618631439493, 37.26845352901451, 48.576496296462516, 59.99427557612734, 71.31060442079233, 82.43162324273925, 93.04514422452617, 102.40230292839225, 109.96596741896386, 115.15595715687543, 118.11274920611801, 119.42653702346142, 119.87222724408976, 119.97653935000199, 119.9967603523294, 119.99982174366811)",,5,5,1,0.9793794565426864,0.9547101449275364,8,4,232.45197450448524,43.635468395200064,0.08048279429052639
18730,"Boxplot values: 4477, 5034, 5183, 5189, 5332, 6098",,5189.0,120,1104.0,"Ignite Drop times on avg List(28.2261793039194, 39.45353871706193, 50.61757106165872, 61.93850083574108, 73.22108368776867, 84.14018531669714, 94.56118087203646, 103.72214334268016, 110.96970238181828, 115.77393520047339, 118.34278709067078, 119.47950864278273, 119.8846637955753, 119.97831369476611, 119.99680127619602, 120.00003227903386)",,5,5,1,1.0,1.0,1,4,218.54840028772796,44.248696491999894,0.08048279429052639
18731,"Boxplot values: 4509, 5087, 5230, 5243, 5380, 6493",,5243.0,120,1259.0,"Ignite Drop times on avg List(30.672614320698877, 45.41977724780712, 59.903713588023976, 73.868370169555, 86.64604622628713, 97.58910465990176, 106.10139788604563, 112.25770211455513, 116.21011130023722, 118.35376100677604, 119.37019142229187, 119.78948713099346, 119.9470243134839, 119.99062327544605, 119.99838803743212, 120.00005104605192)",,5,5,1,1.0104066294083638,1.1403985507246377,7,4,238.47659625649916,52.10404852400017,0.08048279429052639
18732,"Boxplot values: 4515, 5035, 5177, 5185, 5330, 6104",,5185.0,120,1101.0,"Ignite Drop times on avg List(28.264643262830255, 39.24826311006557, 50.52739153484302, 61.84059417540054, 73.23544523838274, 84.24624904681454, 94.72281009393026, 103.8803214335078, 110.9941115634875, 115.78016331006869, 118.44047136944295, 119.5494789567228, 119.90934475732962, 119.99320460916955, 120.00026161212979)",,5,5,1,0.9992291385623434,0.9972826086956522,5,4,217.1656565112563,44.165759836000014,0.08048279429052639
18733,"Boxplot values: 4449, 4978, 5129, 5136, 5285, 6271",,5136.0,120,1020.0,"Ignite Drop times on avg List(25.451309893296145, 36.69513138734182, 47.76980924390525, 59.03578577418866, 70.34664795918653, 81.58721816920774, 92.2472598893664, 101.7947645150212, 109.45744985558039, 114.83722599165894, 117.89751474620132, 119.26383402666836, 119.79683538617796, 119.95328626405538, 119.99332391152032, 120.00028777042581)",,5,5,1,0.9897860859510504,0.9239130434782608,0,4,224.93468344000303,44.32506954480014,0.08048279429052639
18734,"Boxplot values: 4487, 5039, 5178, 5188, 5330, 6321",,5188.0,120,1103.0,"Ignite Drop times on avg List(28.102330185675907, 39.323149456065984, 50.51987766860047, 61.92403683547796, 73.19487587165565, 84.14643147045749, 94.62439601168143, 103.83292793028987, 110.97487534176163, 115.80515759270367, 118.38769840869776, 119.51004622718546, 119.89033753101434, 119.98336105551576, 119.99795517448611, 119.99928958266852, 119.99978840808747)",,5,5,1,0.999807284640586,0.9990942028985508,2,4,219.56860693378948,44.24221929599987,0.08048279429052639
18735,"Boxplot values: 4371, 4950, 5093, 5105, 5249, 6116",,5105.0,120,997.0,"Ignite Drop times on avg List(26.471692894357098, 37.620720360498495, 48.720131973414894, 60.11436925872127, 71.41084990237476, 82.4020485766045, 93.1027529418173, 102.50312210552242, 109.98987585630054, 115.21452037289657, 118.18519251390666, 119.41212750676388, 119.85579962468152, 119.97481298366718, 119.99576850973288, 119.99898833595947)",,5,5,1,0.9838119098092118,0.9030797101449276,3,4,219.8479477067536,44.15088114799984,0.08048279429052639
18736,"Boxplot values: 4487, 5064, 5206, 5208, 5351, 6063",,5208.0,120,1078.0,"Ignite Drop times on avg List(28.04691856139828, 38.96523370032567, 49.88735125643348, 60.88999556130717, 71.83178052219446, 82.72010784073716, 93.22368743415768, 102.69503104945065, 110.30020450556248, 115.4480271050236, 118.30793789243597, 119.48145863616975, 119.87644067219647, 119.97309809092074, 119.995586372555, 119.999701743072)",,5,5,1,1.0036615918288687,0.9764492753623188,4,4,211.51577909072614,43.173044244000224,0.08048279429052639
18737,"Boxplot values: 4509, 5078, 5226, 5235, 5382, 6459",,5235.0,120,1193.0,"Ignite Drop times on avg List(29.51067643169188, 42.24781515686754, 55.08517350357889, 67.90470406388508, 80.25985771934374, 91.69599618377295, 101.45844120863359, 109.03987462710282, 114.35461685934018, 117.4889541655721, 119.07614808589835, 119.73396174355531, 119.93851692768379, 119.98876974603755, 119.99883085793367, 120.00037815738665)",,5,5,1,1.0088649065330506,1.0806159420289856,6,4,231.16375304074253,48.61870147199989,0.08048279429052639
18918,"Boxplot values: 4608, 5383, 5585, 5621, 5821, 6933",,5621.0,40,1106.0,"Ignite Drop times on avg List(25.530001232778588, 33.69443693249495, 38.87747897027736, 39.98179997946926, 40.00883484720525)",,5,5,0,0.9998221273568124,0.9981949458483754,5,1,342.9153633063138,14.455310848000012,0.16254095169064825
18919,"Boxplot values: 4453, 5189, 5426, 5449, 5686, 7116",,5449.0,40,1095.0,"Ignite Drop times on avg List(24.36555832566971, 32.89853110259675, 38.46330815743618, 39.92641020541197, 40.011765240602536)",,5,5,0,0.9692280327285664,0.9882671480144404,8,1,372.17016146217276,14.665057827200005,0.16254095169064825
18920,"Boxplot values: 4621, 5267, 5497, 5532, 5757, 7008",,5532.0,40,951.0,"Ignite Drop times on avg List(23.736951362535727, 32.40951913943073, 38.09613643930315, 39.86309775534398, 40.0054498390601, 40.00079844450431)",,5,5,0,0.9839914621131272,0.8583032490974729,3,1,371.0126119098951,14.83183975680002,0.16254095169064825
18921,"Boxplot values: 4692, 5382, 5603, 5638, 5846, 6991",,5638.0,40,1128.0,"Ignite Drop times on avg List(25.75277666069384, 33.89183019253956, 38.90536242550813, 39.98386405262162, 40.00810621236948)",,5,5,0,1.0028459622909995,1.0180505415162455,6,1,358.2156730319474,14.785872551999981,0.16254095169064825
18922,"Boxplot values: 4632, 5396, 5606, 5652, 5864, 6942",,5652.0,40,1150.0,"Ignite Drop times on avg List(26.001697578225016, 34.001037183256074, 38.856899830841684, 39.977148956749, 40.00479350437912, 40.00039971059312)",,5,5,0,1.0053361792956244,1.0379061371841156,7,1,369.3394220049595,15.109612716000006,0.16254095169064825
18923,"Boxplot values: 4694, 5403, 5636, 5663, 5891, 6941",,5663.0,40,1125.0,"Ignite Drop times on avg List(25.73871164390371, 34.05594494548685, 38.92214800109631, 39.977166615077216, 40.007145592079745, 40.00050950825863)",,5,5,0,1.0072927783706866,1.0153429602888089,4,1,355.90690882798987,14.697484164000034,0.16254095169064825
18924,"Boxplot values: 4612, 5331, 5572, 5595, 5828, 7152",,5595.0,40,992.0,"Ignite Drop times on avg List(22.94889174468846, 31.558683641222153, 37.71400347565381, 39.80746018603728, 40.00991109751834, 39.99995988583119)",,5,5,0,0.995197438633938,0.8953068592057761,0,1,374.81297525420206,15.026755295200086,0.16254095169064825
18925,"Boxplot values: 4644, 5381, 5592, 5621, 5824, 6977",,5621.0,40,1107.0,"Ignite Drop times on avg List(25.563311668347673, 33.72550849042981, 38.831688417140235, 40.00002304630965, 40.007127018462604, 40.0004110111507)",,5,5,0,0.9998221273568124,0.9990974729241876,2,1,338.8932620923673,14.533490268000033,0.16254095169064825
18926,"Boxplot values: 4704, 5383, 5592, 5622, 5823, 7022",,5622.0,40,1108.0,"Ignite Drop times on avg List(25.56742380913144, 33.76147976978991, 38.8820151749521, 39.98781640353738, 40.01102382019001)",,5,5,0,1.0,1.0,1,1,342.38223395322257,14.504733320000017,0.16254095169064825
18927,"Boxplot values: 4429, 5199, 5410, 5436, 5640, 6855",,5436.0,60,1027.0,"Ignite Drop times on avg List(26.456512970222025, 37.38079249030412, 47.36480763559131, 54.83660506324235, 58.63165430679362, 59.81408828790019, 59.99341624764266, 60.000806094868494)",,5,5,2,0.9715817694369974,0.8322528363047001,3,2,329.5143793821773,24.110769038399955,0.08112681888540793
18928,"Boxplot values: 4636, 5362, 5562, 5584, 5777, 6915",,5584.0,60,1226.0,"Ignite Drop times on avg List(28.292505924016034, 38.93793220259131, 48.57286501232758, 55.587341832193964, 58.9125279168059, 59.86167197714611, 60.001889152738535, 60.000753049811486)",,5,5,2,0.9980339588918676,0.9935170178282009,5,2,321.9244955587196,24.20072032400001,0.08112681888540793
18929,"Boxplot values: 4669, 5406, 5609, 5615, 5812, 6926",,5615.0,60,1208.0,"Ignite Drop times on avg List(27.81181287068366, 38.39676034558442, 48.335852651791235, 55.68119783493999, 59.0733043764281, 59.89956859457559, 59.997929032121576, 60.00032573215006)",,5,5,2,1.003574620196604,0.9789303079416533,4,2,299.64267717804773,23.79648576800009,0.08112681888540793
18930,"Boxplot values: 4393, 5145, 5375, 5389, 5617, 6940",,5389.0,60,1140.0,"Ignite Drop times on avg List(26.249228376119905, 37.13126959466183, 47.3482168086265, 54.88772419700435, 58.69416046876684, 59.83179183754219, 59.99342888448636, 60.00015083071231)",,5,5,2,0.9631814119749776,0.9238249594813616,8,2,347.1698435857925,23.56983904879995,0.08112681888540793
18931,"Boxplot values: 4609, 5410, 5628, 5670, 5879, 6873",,5670.0,60,1376.0,"Ignite Drop times on avg List(30.6982229936735, 43.10231386889995, 51.914874237459685, 57.049899430552706, 59.2945630635278, 59.91796138580432, 59.991939458337356, 60.00076460436918)",,5,5,2,1.0134048257372654,1.1150729335494327,7,2,372.36257336775526,27.732868019999923,0.08112681888540793
18932,"Boxplot values: 4646, 5366, 5563, 5588, 5780, 6934",,5588.0,60,1228.0,"Ignite Drop times on avg List(28.330438435643416, 39.04947814056076, 48.70995049835735, 55.608100504256456, 58.95804466396526, 59.86790699868048, 59.99301196260623, 60.000921569635764)",,5,5,2,0.9987488829311886,0.9951377633711508,2,2,321.3886584204687,24.200282391999888,0.08112681888540793
18933,"Boxplot values: 4472, 5261, 5488, 5507, 5735, 7010",,5507.0,60,1083.0,"Ignite Drop times on avg List(25.557510099600584, 36.41992057229077, 46.61968835791629, 54.37356478747053, 58.455793922083195, 59.75646487173467, 59.98478554007016, 60.00120670430652)",,5,5,2,0.9842716711349421,0.8776337115072933,0,2,339.80154262274084,24.397281726400113,0.08112681888540793
18934,"Boxplot values: 4544, 5370, 5572, 5595, 5793, 6954",,5595.0,60,1234.0,"Ignite Drop times on avg List(28.481014257729363, 39.1815154464018, 48.889067397142036, 55.7197459371847, 59.03588270478294, 59.89249914072765, 59.99960116218944, 60.00086696719084)",,5,5,2,1.0,1.0,1,2,321.15324856572937,24.33663768799996,0.08112681888540793
18935,"Boxplot values: 4571, 5397, 5613, 5642, 5847, 6883",,5642.0,60,1309.0,"Ignite Drop times on avg List(29.533739892615763, 41.25963991039503, 50.656145472078514, 56.51303852127495, 59.137524174557896, 59.88828648880624, 59.99505645530403, 60.00154623838269)",,5,5,2,1.0084003574620195,1.0607779578606158,6,2,352.9211750937618,26.10633977600005,0.08112681888540793
18936,"Boxplot values: 4206, 4767, 4900, 4895, 5027, 5513",,4895.0,120,1091.0,"Ignite Drop times on avg List(33.87393512447389, 51.493584297296785, 66.07019639364988, 79.56561251812913, 91.57809850688831, 101.66670546681947, 109.13426098083542, 114.13963223610676, 117.26612388524721, 118.86035259855672, 119.59607490072264, 119.8730653840767, 119.9705418478795, 119.99642555162423, 119.99996895055543)",,5,0,2,1.009486492060219,1.1544973544973545,7,1,192.71867925556998,46.36133898000006,0.09352089996185575
18937,"Boxplot values: 4221, 4744, 4873, 4876, 5005, 5691",,4876.0,120,937.0,"Ignite Drop times on avg List(23.71422148781116, 39.226822860949824, 50.625290822196284, 61.67429727069919, 72.61418857770626, 83.45974900259233, 93.82512146334582, 103.10105268666969, 110.38706315548629, 115.36124861591635, 118.1682764029784, 119.43430738618986, 119.8642786746057, 119.97027171315887, 119.99437905996125, 119.99879632089821, 119.99976881017606)",,5,0,2,1.0055681583831717,0.9915343915343916,0,1,191.2498166735183,39.4062453400001,0.09352089996185575
18938,"Boxplot values: 4056, 4664, 4789, 4793, 4921, 5432",,4793.0,120,940.0,"Ignite Drop times on avg List(28.45195639113503, 42.83617777609836, 53.87738482197398, 64.96446019353475, 76.00541969530181, 86.73206731804936, 96.85252562673153, 105.68518739066552, 112.47208957254924, 116.68535177198657, 118.87016605283057, 119.68920262503026, 119.92606647759382, 119.98767030285893, 119.99768032578639, 119.99929026042675, 120.00049026042674)",,5,0,2,0.9884512270571252,0.9947089947089948,8,1,188.77188381183086,38.37712801999985,0.09352089996185575
18939,"Boxplot values: 4233, 4715, 4843, 4845, 4971, 5616",,4845.0,120,943.0,"Ignite Drop times on avg List(30.51524383823031, 43.31190445727318, 54.20543706624368, 65.20561666002104, 76.15286068417555, 86.96438565790051, 97.1772721597315, 105.9087678993844, 112.48668262428501, 116.65584075282577, 118.79817427232597, 119.64605009267305, 119.91919950308886, 119.98591654982215, 119.99887331505157)",,5,0,2,0.9991750876469376,0.997883597883598,3,1,188.25810495148662,37.655128500000075,0.09352089996185575
18940,"Boxplot values: 4134, 4658, 4785, 4787, 4912, 5439",,4787.0,120,921.0,"Ignite Drop times on avg List(33.64091107429665, 45.09437658562439, 56.06117167511057, 67.15476063021376, 78.012106079635, 88.71650212979053, 98.68514420998069, 107.1575662786016, 113.3484531787907, 117.22454771339635, 119.1001424421444, 119.78092298690393, 119.96894767502484, 119.99470445975957, 119.99923805691213, 119.99990599535303)",,5,0,2,0.9872138585275314,0.9746031746031746,2,1,189.16778398323623,36.73954679999989,0.09352089996185575
18941,"Boxplot values: 4212, 4751, 4883, 4882, 5013, 5588",,4882.0,120,1017.0,"Ignite Drop times on avg List(31.474066904924147, 46.16315484242923, 58.59153645390136, 71.05056747503033, 83.06945308610581, 94.06319634975753, 103.236734485485, 110.35351267457285, 115.14337000934293, 117.91328120775552, 119.26127900633347, 119.78359218442226, 119.95317460092409, 119.98993211963226, 119.9984365742667, 120.00024761083233)",,5,0,2,1.0068055269127656,1.076190476190476,6,1,191.55049215792798,41.90360834000006,0.09352089996185575
18942,"Boxplot values: 4242, 4794, 4918, 4919, 5041, 5608",,4919.0,120,1016.0,"Ignite Drop times on avg List(26.258441109146986, 40.24066663151896, 53.1540022032558, 66.00508099787851, 78.56748935257741, 90.02777238371986, 100.22525617948203, 108.38694337648579, 114.20127602496049, 117.59188919501258, 119.22572457083545, 119.78787208493841, 119.94764903438937, 119.98780545220754, 119.9980874358174, 119.99935514185839, 120.00025514185839)",,5,0,2,1.0144359661785936,1.0751322751322752,5,1,182.07320623561938,40.580289199999974,0.09352089996185575
18943,"Boxplot values: 4193, 4738, 4863, 4865, 4990, 5576",,4865.0,120,916.0,"Ignite Drop times on avg List(28.784450759892458, 42.288308183030104, 53.2037942501152, 63.982585356816045, 74.71536547548553, 85.3385585943846, 95.69350934921766, 104.80503550792538, 111.83773465304647, 116.36668439364747, 118.71481680883034, 119.6291484490372, 119.91265535221177, 119.98912731542676, 119.9989682392443, 119.99979821850991)",,5,0,2,1.0032996494122501,0.9693121693121692,4,1,186.66146533501475,37.23118167999979,0.09352089996185575
18944,"Boxplot values: 4138, 4717, 4844, 4849, 4978, 5557",,4849.0,120,945.0,"Ignite Drop times on avg List(30.53356969781794, 43.30762531383033, 54.280884669836794, 65.30981705897113, 76.34775099771771, 87.1290689614703, 97.27929237281775, 106.01754640860115, 112.6364106545726, 116.72206827198565, 118.80793432383626, 119.67480832090261, 119.94194515576703, 119.9937237425186, 120.00042147158277)",,5,0,2,1.0,1.0,1,1,188.96424842988898,37.75030709999995,0.09352089996185575
19134,"Boxplot values: 4693, 5506, 5789, 5824, 6109, 7272",,5824.0,40,1111.0,"Ignite Drop times on avg List(24.810187581524225, 33.86493768903265, 38.688816475400294, 39.936598154689904, 40.00651135886342, 40.0001830426861)",,5,5,1,0.9827877151535606,0.8506891271056661,0,3,431.59088742621236,17.321769440799898,0.09277848505469707
19135,"Boxplot values: 4685, 5655, 5889, 5926, 6161, 7263",,5926.0,40,1306.0,"Ignite Drop times on avg List(27.371932827780117, 35.45561790514619, 39.36434252063109, 40.002566277465846, 40.002872854904105)",,5,5,1,1.0,1.0,1,3,383.924873701174,17.017922151999983,0.09277848505469707
19136,"Boxplot values: 4891, 5646, 5878, 5915, 6157, 7146",,5915.0,40,1298.0,"Ignite Drop times on avg List(27.210205408534076, 35.47263622934775, 39.365602174825625, 40.006064815074616, 40.00425524034794)",,5,5,1,0.998143773202835,0.993874425727412,2,3,380.53101917851,16.945095640000012,0.09277848505469707
19137,"Boxplot values: 4666, 5419, 5664, 5723, 5979, 7157",,5723.0,40,1037.0,"Ignite Drop times on avg List(25.810343298659074, 34.68607024938081, 39.04820883381419, 39.95836392450465, 40.00179842795795, 40.000333603045554)",,5,5,1,0.9657441781977724,0.7940275650842267,3,3,412.96690388440567,17.14598165279994,0.09277848505469707
19138,"Boxplot values: 4435, 5343, 5640, 5661, 5945, 7376",,5661.0,40,1208.0,"Ignite Drop times on avg List(25.848280480375585, 34.56811131871338, 39.0597551776924, 39.97781869832624, 40.00693680195639)",,5,5,1,0.9552818089773878,0.9249617151607964,8,3,444.17352592002317,16.646737817599988,0.09277848505469707
19139,"Boxplot values: 4763, 5645, 5887, 5922, 6159, 7125",,5922.0,40,1303.0,"Ignite Drop times on avg List(27.299630511501764, 35.39136682236722, 39.385395258154155, 40.01060616487905, 40.002757461339705, 40.00011661405715)",,5,5,1,0.9993250084373946,0.9977029096477796,5,3,385.91799201469075,16.961342904000116,0.09277848505469707
19140,"Boxplot values: 4740, 5662, 5917, 5953, 6205, 7080",,5953.0,40,1344.0,"Ignite Drop times on avg List(27.754710203074037, 35.74971803264043, 39.37912900667407, 40.0089687051823, 40.00486850614877)",,5,5,1,1.0045561930475868,1.0290964777947933,6,3,399.68290176758455,17.607989299999982,0.09277848505469707
19141,"Boxplot values: 4767, 5678, 5936, 5976, 6240, 7070",,5976.0,40,1382.0,"Ignite Drop times on avg List(28.14663027875878, 36.09003757579621, 39.447128532273815, 39.99214499363085, 40.003336296884825, 40.00029018071359)",,5,5,1,1.0084373945325684,1.0581929555895866,7,3,410.0186080291359,18.159967980000022,0.09277848505469707
19142,"Boxplot values: 4799, 5689, 5945, 5965, 6217, 7222",,5965.0,40,1307.0,"Ignite Drop times on avg List(27.204053323333362, 35.606791038468245, 39.426796100018834, 40.000391329490526, 40.00477976856314, 40.00047760319825)",,5,5,1,1.0065811677354033,1.0007656967840737,4,3,382.7099969384289,16.99934165600001,0.09277848505469707
19143,"Boxplot values: 4158, 4745, 4900, 4904, 5061, 5667",,4904.0,60,930.0,"Ignite Drop times on avg List(33.49995885791545, 44.64391116160753, 52.960288146390546, 57.97153898958912, 59.69342726942893, 59.98268548605342, 60.000852517779116, 60.00012912412918)",,5,0,1,0.9763089786979892,0.9518935516888434,2,3,228.05830754202802,18.22462729999989,0.09277848505469707
19144,"Boxplot values: 4252, 4884, 5043, 5047, 5207, 5951",,5047.0,60,953.0,"Ignite Drop times on avg List(28.79277520033068, 42.08799299625604, 51.25251926011169, 57.04595253678534, 59.4113809565677, 59.94004520927026, 59.997480415741705, 60.000847121327716)",,5,0,1,1.0047780211029265,0.9754350051177072,4,3,238.12857367626958,19.357280579999852,0.09277848505469707
19145,"Boxplot values: 4273, 4866, 5043, 5036, 5212, 5739",,5036.0,60,1049.0,"Ignite Drop times on avg List(32.1833462862415, 46.24920904549618, 53.9745620640042, 58.07385065141455, 59.60080599846075, 59.962923974232524, 59.99898538468279, 60.000176672434705)",,5,0,1,1.0025880947640853,1.0736949846468782,7,3,244.42455461716926,22.001628660000033,0.09277848505469707
19146,"Boxplot values: 4167, 4748, 4906, 4912, 5072, 5795",,4912.0,60,966.0,"Ignite Drop times on avg List(28.590618117492756, 42.51470672784241, 51.54034664388297, 57.17147418589714, 59.433455061946866, 59.952063707141754, 60.00317759417253, 60.00041050174226)",,5,0,1,0.9779016523989648,0.9887410440122824,8,3,235.01938322996202,19.851042639999932,0.09277848505469707
19147,"Boxplot values: 4279, 4864, 5021, 5023, 5181, 5838",,5023.0,60,977.0,"Ignite Drop times on avg List(30.537966305227833, 42.914926855939875, 51.82315147038847, 57.30590425513487, 59.48446777439632, 59.95708562079398, 60.00045041550128, 60.001144957617505)",,5,0,1,1.0,1.0,1,3,231.3160099777831,19.161916399999953,0.09277848505469707
19148,"Boxplot values: 4241, 4908, 5070, 5075, 5235, 5906",,5075.0,60,957.0,"Ignite Drop times on avg List(23.411737788360533, 38.64344559383277, 48.60427488864827, 55.441151216523885, 58.858153353154485, 59.848235039840105, 59.9891596051749, 59.99954596248503)",,5,0,1,1.010352379056341,0.9795291709314228,0,3,236.9673892400787,20.82195742000008,0.09277848505469707
